time_s,true_x,true_y,amcl_x,amcl_y,amcl_err,ekf_x,ekf_y,ekf_err,eif_x,eif_y,eif_err,rtab_x,rtab_y,rtab_err,fused_x,fused_y,fused_err,ekfr_x,ekfr_y,ekfr_err
20.3949,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
20.6242,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
20.7951,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
20.9958,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
21.3338,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
21.3991,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
21.6,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
21.7958,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
21.9982,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
22.2187,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
